,LGROUP,MGROUP,SGROUP,DGROUP,LGROUP_NAME,MGROUP_NAME,SGROUP_NAME,DGROUP_NAME,LMSD_CODE
0,70,2,1,2,식품,신선식품/가공식품,간편/즉석식품,기타 간편/즉석식품,70020102
1,70,2,1,3,식품,신선식품/가공식품,간편/즉석식품,덮밥/덮밥소스,70020103
2,70,2,1,4,식품,신선식품/가공식품,간편/즉석식품,만두/딤섬,70020104
3,70,2,1,5,식품,신선식품/가공식품,간편/즉석식품,분말짜장/카레,70020105
4,70,2,1,6,식품,신선식품/가공식품,간편/즉석식품,샐러드,70020106
5,70,2,1,7,식품,신선식품/가공식품,간편/즉석식품,스프,70020107
6,70,2,1,8,식품,신선식품/가공식품,간편/즉석식품,시리얼,70020108
7,70,2,1,9,식품,신선식품/가공식품,간편/즉석식품,죽,70020109
8,70,2,1,10,식품,신선식품/가공식품,간편/즉석식품,즉석국,70020110
9,70,2,1,11,식품,신선식품/가공식품,간편/즉석식품,즉석밥,70020111
10,70,2,1,12,식품,신선식품/가공식품,간편/즉석식품,즉석짜장/카레,70020112
11,70,2,1,13,식품,신선식품/가공식품,간편/즉석식품,피자/햄버거,70020113
12,70,2,1,14,식품,신선식품/가공식품,간편/즉석식품,핫도그,70020114
13,70,2,2,1,식품,신선식품/가공식품,건어물/김/해초류,건새우,70020201
14,70,2,2,2,식품,신선식품/가공식품,건어물/김/해초류,건어물 세트,70020202
15,70,2,2,3,식품,신선식품/가공식품,건어물/김/해초류,과메기,70020203
16,70,2,2,4,식품,신선식품/가공식품,건어물/김/해초류,기타 건어물,70020204
17,70,2,2,5,식품,신선식품/가공식품,건어물/김/해초류,기타 해초류,70020205
18,70,2,2,6,식품,신선식품/가공식품,건어물/김/해초류,김,70020206
19,70,2,2,7,식품,신선식품/가공식품,건어물/김/해초류,노가리,70020207
20,70,2,2,8,식품,신선식품/가공식품,건어물/김/해초류,다시마,70020208
21,70,2,2,9,식품,신선식품/가공식품,건어물/김/해초류,마른오징어,70020209
22,70,2,2,10,식품,신선식품/가공식품,건어물/김/해초류,매생이,70020210
23,70,2,2,11,식품,신선식품/가공식품,건어물/김/해초류,멸치,70020211
24,70,2,2,12,식품,신선식품/가공식품,건어물/김/해초류,명태,70020212
25,70,2,2,13,식품,신선식품/가공식품,건어물/김/해초류,미역,70020213
26,70,2,2,14,식품,신선식품/가공식품,건어물/김/해초류,북어,70020214
27,70,2,2,15,식품,신선식품/가공식품,건어물/김/해초류,오징어채/진미채,70020215
28,70,2,2,16,식품,신선식품/가공식품,건어물/김/해초류,쥐포,70020216
29,70,2,2,17,식품,신선식품/가공식품,건어물/김/해초류,한치,70020217
30,70,2,2,18,식품,신선식품/가공식품,건어물/김/해초류,황태,70020218
31,70,2,3,1,식품,신선식품/가공식품,견과,견과 혼합세트,70020301
32,70,2,3,2,식품,신선식품/가공식품,견과,기타 견과,70020302
33,70,2,3,3,식품,신선식품/가공식품,견과,땅콩,70020303
34,70,2,3,4,식품,신선식품/가공식품,견과,마카다미아,70020304
35,70,2,3,5,식품,신선식품/가공식품,견과,밤,70020305
36,70,2,3,6,식품,신선식품/가공식품,견과,아몬드,70020306
37,70,2,3,7,식품,신선식품/가공식품,견과,은행,70020307
38,70,2,3,8,식품,신선식품/가공식품,견과,잣,70020308
39,70,2,3,9,식품,신선식품/가공식품,견과,캐슈넛,70020309
40,70,2,3,10,식품,신선식품/가공식품,견과,피스타치오,70020310
41,70,2,3,11,식품,신선식품/가공식품,견과,피칸,70020311
42,70,2,3,12,식품,신선식품/가공식품,견과,해바라기씨,70020312
43,70,2,3,13,식품,신선식품/가공식품,견과,호두,70020313
44,70,2,3,14,식품,신선식품/가공식품,견과,호박씨,70020314
45,70,2,4,1,식품,신선식품/가공식품,과일/건과,건과 혼합세트,70020401
46,70,2,4,2,식품,신선식품/가공식품,과일/건과,건망고,70020402
47,70,2,4,3,식품,신선식품/가공식품,과일/건과,건바나나,70020403
48,70,2,4,4,식품,신선식품/가공식품,과일/건과,건자두,70020404
49,70,2,4,5,식품,신선식품/가공식품,과일/건과,건포도,70020405
50,70,2,4,6,식품,신선식품/가공식품,과일/건과,곶감,70020406
51,70,2,4,7,식품,신선식품/가공식품,과일/건과,과일 혼합세트,70020407
52,70,2,4,8,식품,신선식품/가공식품,과일/건과,귤,70020408
53,70,2,4,9,식품,신선식품/가공식품,과일/건과,기타 건과/말린과일,70020409
54,70,2,4,10,식품,신선식품/가공식품,과일/건과,기타 과일,70020410
55,70,2,4,11,식품,신선식품/가공식품,과일/건과,사과/배,70020411
56,70,2,4,12,식품,신선식품/가공식품,과일/건과,귤/오렌지/한라봉,70020412
57,70,2,4,13,식품,신선식품/가공식품,과일/건과,포도,70020413
58,70,2,4,14,식품,신선식품/가공식품,과일/건과,토마토,70020414
59,70,2,4,15,식품,신선식품/가공식품,과일/건과,바나나,70020415
60,70,2,4,16,식품,신선식품/가공식품,과일/건과,메론,70020416
61,70,2,4,17,식품,신선식품/가공식품,과일/건과,단감/홍시/곶감,70020417
62,70,2,4,18,식품,신선식품/가공식품,과일/건과,레몬/자몽,70020418
63,70,2,4,19,식품,신선식품/가공식품,과일/건과,리치/망고,70020419
64,70,2,4,20,식품,신선식품/가공식품,과일/건과,석류,70020420
65,50,1,4,1,생활/건강,생활/건강/욕실/애완,미싱/미싱용품,미싱,50010401
66,50,1,4,2,생활/건강,생활/건강/욕실/애완,미싱/미싱용품,재봉소품,50010402
67,50,1,5,1,생활/건강,생활/건강/욕실/애완,방향/탈취/제습용품,방향제/디퓨져,50010501
68,50,1,5,2,생활/건강,생활/건강/욕실/애완,방향/탈취/제습용품,섬유탈취제/악취제거,50010502
69,50,1,5,3,생활/건강,생활/건강/욕실/애완,방향/탈취/제습용품,제습용품,50010503
70,50,1,5,4,생활/건강,생활/건강/욕실/애완,방향/탈취/제습용품,아로마캔들/향초,50010504
71,50,1,6,1,생활/건강,생활/건강/욕실/애완,보일러/방한/방풍용품,문풍지/바람막이,50010601
72,50,1,6,2,생활/건강,생활/건강/욕실/애완,보일러/방한/방풍용품,방풍비닐/에어캡,50010602
73,50,1,6,3,생활/건강,생활/건강/욕실/애완,보일러/방한/방풍용품,보일러,50010603
74,50,1,6,4,생활/건강,생활/건강/욕실/애완,보일러/방한/방풍용품,온열방석,50010604
75,50,1,6,5,생활/건강,생활/건강/욕실/애완,보일러/방한/방풍용품,핫팩/손난로/방한용품,50010605
76,50,1,7,1,생활/건강,생활/건강/욕실/애완,비데/정수기/반신욕,렌탈비데,50010701
77,50,1,7,2,생활/건강,생활/건강/욕실/애완,비데/정수기/반신욕,렌탈정수기,50010702
78,50,1,7,3,생활/건강,생활/건강/욕실/애완,비데/정수기/반신욕,반신욕조/반신욕기,50010703
79,50,1,7,4,생활/건강,생활/건강/욕실/애완,비데/정수기/반신욕,비데,50010704
80,50,1,7,5,생활/건강,생활/건강/욕실/애완,비데/정수기/반신욕,연수기/온수기,50010705
81,50,1,7,6,생활/건강,생활/건강/욕실/애완,비데/정수기/반신욕,정수기,50010706
82,50,1,7,7,생활/건강,생활/건강/욕실/애완,비데/정수기/반신욕,필터류,50010707
83,50,1,8,1,생활/건강,생활/건강/욕실/애완,생리대/성인기저귀,면/유기농생리대,50010801
84,50,1,8,2,생활/건강,생활/건강/욕실/애완,생리대/성인기저귀,물티슈,50010802
85,50,1,8,3,생활/건강,생활/건강/욕실/애완,생리대/성인기저귀,생리대,50010803
86,50,1,8,4,생활/건강,생활/건강/욕실/애완,생리대/성인기저귀,성인기저귀,50010804
87,50,1,8,5,생활/건강,생활/건강/욕실/애완,생리대/성인기저귀,팬티라이너,50010805
88,50,1,9,1,생활/건강,생활/건강/욕실/애완,생활/주방/욕실선반,다용도/메탈 선반,50010901
89,50,1,9,2,생활/건강,생활/건강/욕실/애완,생활/주방/욕실선반,벽걸이/흡착선반,50010902
90,50,1,9,3,생활/건강,생활/건강/욕실/애완,생활/주방/욕실선반,선반/메탈렉,50010903
91,50,1,9,4,생활/건강,생활/건강/욕실/애완,생활/주방/욕실선반,세탁기 선반,50010904
92,50,1,9,5,생활/건강,생활/건강/욕실/애완,생활/주방/욕실선반,씽크인 선반,50010905
93,50,1,9,6,생활/건강,생활/건강/욕실/애완,생활/주방/욕실선반,욕실선반,50010906
94,50,1,9,7,생활/건강,생활/건강/욕실/애완,생활/주방/욕실선반,코너 선반,50010907
95,50,1,9,8,생활/건강,생활/건강/욕실/애완,생활/주방/욕실선반,화분 선반,50010908
96,50,1,10,1,생활/건강,생활/건강/욕실/애완,생활선물세트,L선물세트,50011001
97,50,1,10,2,생활/건강,생활/건강/욕실/애완,생활선물세트,기타 선물세트,50011002
98,50,1,10,3,생활/건강,생활/건강/욕실/애완,생활선물세트,A선물세트,50011003
99,50,1,10,4,생활/건강,생활/건강/욕실/애완,생활선물세트,E선물세트,50011004
100,50,1,10,5,생활/건강,생활/건강/욕실/애완,생활선물세트,U선물세트,50011005
101,50,1,10,6,생활/건강,생활/건강/욕실/애완,생활선물세트,P선물세트,50011006
102,50,1,11,1,생활/건강,생활/건강/욕실/애완,세정제/세정용품,곰팡이제거제/차단,50011101
103,50,1,11,2,생활/건강,생활/건강/욕실/애완,세정제/세정용품,락스/살균/소독제,50011102
104,50,1,11,3,생활/건강,생활/건강/욕실/애완,세정제/세정용품,변기/씽크/배수구세정제,50011103
105,50,1,11,4,생활/건강,생활/건강/욕실/애완,세정제/세정용품,주방/욕실/다용도세제,50011104
106,50,1,12,1,생활/건강,생활/건강/욕실/애완,실버/위생/의료용품,구급함/반창고,50011201
107,50,1,12,2,생활/건강,생활/건강/욕실/애완,실버/위생/의료용품,돋보기,50011202
108,50,1,12,3,생활/건강,생활/건강/욕실/애완,실버/위생/의료용품,마스크/황사마스크,50011203
109,50,1,12,4,생활/건강,생활/건강/욕실/애완,실버/위생/의료용품,병원/의료용품,50011204
110,50,1,12,5,생활/건강,생활/건강/욕실/애완,실버/위생/의료용품,보호대,50011205
111,50,1,12,6,생활/건강,생활/건강/욕실/애완,실버/위생/의료용품,성인용품,50011206
112,50,1,12,7,생활/건강,생활/건강/욕실/애완,실버/위생/의료용품,실버카/보행기,50011207
113,50,1,12,8,생활/건강,생활/건강/욕실/애완,실버/위생/의료용품,위생용품/위생매트,50011208
114,50,1,12,9,생활/건강,생활/건강/욕실/애완,실버/위생/의료용품,지팡이/목발,50011209
115,50,1,13,1,생활/건강,생활/건강/욕실/애완,안마의자/안마기/발건강,공기압마사지기,50011301
116,50,1,13,2,생활/건강,생활/건강/욕실/애완,안마의자/안마기/발건강,다리/발 마사지기,50011302
117,50,1,13,3,생활/건강,생활/건강/욕실/애완,안마의자/안마기/발건강,목/등/어깨 안마기,50011303
118,50,1,13,4,생활/건강,생활/건강/욕실/애완,안마의자/안마기/발건강,안마의자,50011304
119,10,2,3,11,패션/잡화,여성/캐주얼의류,데님/팬츠,스판팬츠,10020311
120,50,1,13,5,생활/건강,생활/건강/욕실/애완,안마의자/안마기/발건강,안마의자 렌탈샵,50011305
121,50,1,13,6,생활/건강,생활/건강/욕실/애완,안마의자/안마기/발건강,저주파/적외선/치료기,50011306
122,50,1,13,7,생활/건강,생활/건강/욕실/애완,안마의자/안마기/발건강,족욕/좌욕/좌훈,50011307
123,50,1,13,8,생활/건강,생활/건강/욕실/애완,안마의자/안마기/발건강,족탕기/각탕기,50011308
124,50,1,13,9,생활/건강,생활/건강/욕실/애완,안마의자/안마기/발건강,찜질/뜸질/부항,50011309
125,50,1,13,10,생활/건강,생활/건강/욕실/애완,안마의자/안마기/발건강,핸디안마기,50011310
126,50,1,14,1,생활/건강,생활/건강/욕실/애완,안전용품,CCTV,50011401
127,50,1,14,2,생활/건강,생활/건강/욕실/애완,안전용품,경보기/스프레이/가스통,50011402
128,50,1,14,3,생활/건강,생활/건강/욕실/애완,안전용품,금고,50011403
129,50,1,14,4,생활/건강,생활/건강/욕실/애완,안전용품,기타용품,50011404
130,50,1,14,5,생활/건강,생활/건강/욕실/애완,안전용품,도어락,50011405
131,50,1,14,6,생활/건강,생활/건강/욕실/애완,안전용품,소화기/가스안전,50011406
132,50,1,14,7,생활/건강,생활/건강/욕실/애완,안전용품,플래쉬/랜턴,50011407
133,50,1,15,1,생활/건강,생활/건강/욕실/애완,애완용품,강아지 간식,50011501
134,50,1,15,2,생활/건강,생활/건강/욕실/애완,애완용품,강아지 사료,50011502
135,50,1,15,3,생활/건강,생활/건강/욕실/애완,애완용품,강아지 위생/미용용품,50011503
136,50,1,15,4,생활/건강,생활/건강/욕실/애완,애완용품,강아지 의류/줄/장남감,50011504
137,50,1,15,5,생활/건강,생활/건강/욕실/애완,애완용품,강아지집/이동장/식기,50011505
138,50,1,15,6,생활/건강,생활/건강/욕실/애완,애완용품,고양이 간식(저키/건어물/기타),50011506
139,50,1,15,7,생활/건강,생활/건강/욕실/애완,애완용품,고양이 간식(캔/파우치),50011507
140,50,1,15,8,생활/건강,생활/건강/욕실/애완,애완용품,고양이 사료,50011508
141,50,1,15,9,생활/건강,생활/건강/욕실/애완,애완용품,고양이 악세사리,50011509
142,50,1,15,10,생활/건강,생활/건강/욕실/애완,애완용품,기타 애완동물 사료,50011510
143,50,1,15,11,생활/건강,생활/건강/욕실/애완,애완용품,모래 패키지,50011511
144,50,1,15,12,생활/건강,생활/건강/욕실/애완,애완용품,목욕/위생/미용용품,50011512
145,50,1,15,13,생활/건강,생활/건강/욕실/애완,애완용품,반려동물용품_CAT,50011513
146,50,1,15,14,생활/건강,생활/건강/욕실/애완,애완용품,반려동물용품_DOG,50011514
147,50,1,15,15,생활/건강,생활/건강/욕실/애완,애완용품,변기에 버리는 모래,50011515
148,50,1,15,16,생활/건강,생활/건강/욕실/애완,애완용품,응고형 모래(벤토나이트),50011516
149,50,1,15,17,생활/건강,생활/건강/욕실/애완,애완용품,응고형 모래(천연소재),50011517
150,50,1,15,18,생활/건강,생활/건강/욕실/애완,애완용품,캣타워/스크래처/장난감,50011518
151,50,1,15,19,생활/건강,생활/건강/욕실/애완,애완용품,화장실/이동장,50011519
152,50,1,16,1,생활/건강,생활/건강/욕실/애완,여름자리,대나무자리,50011601
153,50,1,16,2,생활/건강,생활/건강/욕실/애완,여름자리,우드자리,50011602
154,50,1,16,3,생활/건강,생활/건강/욕실/애완,여름자리,화문석,50011603
155,50,1,17,1,생활/건강,생활/건강/욕실/애완,온열매트/온수매트,돗자리매트/다용도매트,50011701
156,50,1,17,2,생활/건강,생활/건강/욕실/애완,온열매트/온수매트,온수매트,50011702
157,50,1,17,3,생활/건강,생활/건강/욕실/애완,온열매트/온수매트,온열매트/전기요,50011703
158,50,1,17,4,생활/건강,생활/건강/욕실/애완,온열매트/온수매트,욕실매트,50011704
159,50,1,17,5,생활/건강,생활/건강/욕실/애완,온열매트/온수매트,카페트,50011705
160,50,1,17,6,생활/건강,생활/건강/욕실/애완,온열매트/온수매트,현관/주방/발매트,50011706
161,50,1,18,1,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,라탄/피크닉바구니,50011801
162,50,1,18,2,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,부직포정리함,50011802
163,50,1,18,3,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,선반/메탈랙,50011803
164,50,1,18,4,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,선풍기/에어컨커버,50011804
165,50,1,18,5,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,소품정리함/서랍칸막이,50011805
166,50,1,18,6,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,수납장/서랍장,50011806
167,50,1,18,7,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,수납함,50011807
168,50,1,18,8,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,압축팩-의류/이불/여행,50011808
169,50,1,18,9,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,옷장/신발장,50011809
170,50,1,18,10,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,장난감/속옷/기저귀정리함,50011810
171,50,1,18,11,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,정리함/리빙박스,50011811
172,50,1,18,12,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,종이정리함,50011812
173,50,1,18,13,생활/건강,생활/건강/욕실/애완,정리함/수납/압축,플라스틱정리함,50011813
174,50,1,19,1,생활/건강,생활/건강/욕실/애완,제수용품/예초기,교자상/커버류,50011901
175,50,1,19,2,생활/건강,생활/건강/욕실/애완,제수용품/예초기,병풍,50011902
176,50,1,19,3,생활/건강,생활/건강/욕실/애완,제수용품/예초기,예초기,50011903
177,50,1,19,4,생활/건강,생활/건강/욕실/애완,제수용품/예초기,제기,50011904
178,50,1,19,5,생활/건강,생활/건강/욕실/애완,제수용품/예초기,제기함,50011905
179,50,1,19,6,생활/건강,생활/건강/욕실/애완,제수용품/예초기,제사소품,50011906
180,50,1,20,1,생활/건강,생활/건강/욕실/애완,쿨매트/아이스박스,매쉬매트/통풍매트,50012001
181,50,1,20,2,생활/건강,생활/건강/욕실/애완,쿨매트/아이스박스,방수팩,50012002
182,50,1,20,3,생활/건강,생활/건강/욕실/애완,쿨매트/아이스박스,아이스박스/아이스팩,50012003
183,50,1,20,4,생활/건강,생활/건강/욕실/애완,쿨매트/아이스박스,쿨매트/쿨방석,50012004
184,50,1,20,5,생활/건강,생활/건강/욕실/애완,쿨매트/아이스박스,쿨시트/열차단필름,50012005
185,50,1,20,6,생활/건강,생활/건강/욕실/애완,쿨매트/아이스박스,쿨타올/쿨토시,50012006
186,50,1,21,1,생활/건강,생활/건강/욕실/애완,행거/옷걸이/드레스룸,논슬립옷걸이,50012101
187,50,1,21,2,생활/건강,생활/건강/욕실/애완,행거/옷걸이/드레스룸,바지걸이/도어훅,50012102
188,50,1,21,3,생활/건강,생활/건강/욕실/애완,행거/옷걸이/드레스룸,어린이 옷걸이,50012103
189,50,1,21,4,생활/건강,생활/건강/욕실/애완,행거/옷걸이/드레스룸,옷걸이,50012104
190,50,1,21,5,생활/건강,생활/건강/욕실/애완,행거/옷걸이/드레스룸,옷커버/일반커버,50012105
191,50,1,21,6,생활/건강,생활/건강/욕실/애완,행거/옷걸이/드레스룸,프리미엄 드레스룸,50012106
192,50,1,21,7,생활/건강,생활/건강/욕실/애완,행거/옷걸이/드레스룸,행거,50012107
193,50,1,22,1,생활/건강,생활/건강/욕실/애완,혈압/혈당/체중/체온,만보계/타이머,50012201
194,50,1,22,2,생활/건강,생활/건강/욕실/애완,혈압/혈당/체중/체온,체온계,50012202
195,50,1,22,3,생활/건강,생활/건강/욕실/애완,혈압/혈당/체중/체온,체중계,50012203
196,50,1,22,4,생활/건강,생활/건강/욕실/애완,혈압/혈당/체중/체온,체지방계,50012204
197,50,1,22,5,생활/건강,생활/건강/욕실/애완,혈압/혈당/체중/체온,혈당측정기,50012205
198,50,1,22,6,생활/건강,생활/건강/욕실/애완,혈압/혈당/체중/체온,혈압측정기,50012206
199,50,1,23,1,생활/건강,생활/건강/욕실/애완,화장지/각티슈/주방랩,각티슈,50012301
200,50,1,23,2,생활/건강,생활/건강/욕실/애완,화장지/각티슈/주방랩,점보롤/케이스,50012302
201,50,1,23,3,생활/건강,생활/건강/욕실/애완,화장지/각티슈/주방랩,주방랩/지퍼백,50012303
202,50,1,23,4,생활/건강,생활/건강/욕실/애완,화장지/각티슈/주방랩,키친타올,50012304
203,50,1,23,5,생활/건강,생활/건강/욕실/애완,화장지/각티슈/주방랩,핸드타올,50012305
204,50,1,23,6,생활/건강,생활/건강/욕실/애완,화장지/각티슈/주방랩,화장지,50012306
205,50,2,1,1,생활/건강,세탁/건조/다리미용품,기타,기타,50020101
206,50,2,2,1,생활/건강,세탁/건조/다리미용품,다리미용품,다리미판,50020201
207,50,2,2,2,생활/건강,세탁/건조/다리미용품,다리미용품,다림풀/다림천,50020202
208,50,2,3,1,생활/건강,세탁/건조/다리미용품,비누/세제류,드럼용세제,50020301
209,50,2,3,2,생활/건강,세탁/건조/다리미용품,비누/세제류,섬유유연제,50020302
210,50,2,3,3,생활/건강,세탁/건조/다리미용품,비누/세제류,세탁비누,50020303
211,50,2,3,4,생활/건강,세탁/건조/다리미용품,비누/세제류,얼룩제거제/표백제,50020304
212,50,2,3,5,생활/건강,세탁/건조/다리미용품,비누/세제류,욕실세제,50020305
213,50,2,3,6,생활/건강,세탁/건조/다리미용품,비누/세제류,유아용세제,50020306
214,50,2,3,7,생활/건강,세탁/건조/다리미용품,비누/세제류,일반세제,50020307
215,50,2,3,8,생활/건강,세탁/건조/다리미용품,비누/세제류,주방세제/베이킹소다,50020308
216,50,2,4,1,생활/건강,세탁/건조/다리미용품,세탁/건조용품,보풀제거기,50020401
217,50,2,4,2,생활/건강,세탁/건조/다리미용품,세탁/건조용품,빨래건조대,50020402
218,50,2,4,3,생활/건강,세탁/건조/다리미용품,세탁/건조용품,빨래바구니/수거함,50020403
219,50,2,4,4,생활/건강,세탁/건조/다리미용품,세탁/건조용품,빨래판/빨래줄,50020404
220,50,2,4,5,생활/건강,세탁/건조/다리미용품,세탁/건조용품,세탁기선반,50020405
221,50,2,4,6,생활/건강,세탁/건조/다리미용품,세탁/건조용품,세탁망,50020406
222,50,2,4,7,생활/건강,세탁/건조/다리미용품,세탁/건조용품,세탁솥/빨래삶는통,50020407
223,50,2,4,8,생활/건강,세탁/건조/다리미용품,세탁/건조용품,세탁잡화,50020408
224,50,3,1,1,생활/건강,욕실용품,구강용품/타월/목욕,가글/치약,50030101
225,50,3,1,2,생활/건강,욕실용품,구강용품/타월/목욕,구강세정기,50030102
226,50,3,1,3,생활/건강,욕실용품,구강용품/타월/목욕,비치/스포츠타월,50030103
227,50,3,1,4,생활/건강,욕실용품,구강용품/타월/목욕,샤워가운/목욕가운,50030104
228,50,3,1,5,생활/건강,욕실용품,구강용품/타월/목욕,수건/세면타월,50030105
229,50,3,1,6,생활/건강,욕실용품,구강용품/타월/목욕,오션타올/때타올,50030106
230,10,1,8,9,패션/잡화,남성/캐주얼의류,팬츠/데님,기모팬츠,10010809
231,50,3,1,7,생활/건강,욕실용품,구강용품/타월/목욕,치아미백,50030107
232,50,3,1,8,생활/건강,욕실용품,구강용품/타월/목욕,칫솔/치실,50030108
233,50,3,1,9,생활/건강,욕실용품,구강용품/타월/목욕,칫솔살균기,50030109
234,50,3,2,1,생활/건강,욕실용품,목욕/세면용품,기타,50030201
235,50,3,3,1,생활/건강,욕실용품,욕실소품/욕실수납,면도기/면도날/폼,50030301
236,50,3,3,2,생활/건강,욕실용품,욕실소품/욕실수납,미끄럼방지/욕실타일,50030302
237,50,3,3,3,생활/건강,욕실용품,욕실소품/욕실수납,배수구캡/트랩/보수제,50030303
238,50,3,3,4,생활/건강,욕실용품,욕실소품/욕실수납,변기커버,50030304
239,50,3,3,5,생활/건강,욕실용품,욕실소품/욕실수납,샤워기/샤워헤드/절수,50030305
240,50,3,3,6,생활/건강,욕실용품,욕실소품/욕실수납,샤워커튼/액세서리,50030306
241,50,3,3,7,생활/건강,욕실용품,욕실소품/욕실수납,샴푸/비누/핸드워시,50030307
242,50,3,3,8,생활/건강,욕실용품,욕실소품/욕실수납,세면대,50030308
243,50,3,3,9,생활/건강,욕실용품,욕실소품/욕실수납,수도꼭지/수전/코브라,50030309
244,50,3,3,10,생활/건강,욕실용품,욕실소품/욕실수납,양변기,50030310
245,50,3,3,11,생활/건강,욕실용품,욕실소품/욕실수납,온도계/습도계,50030311
246,50,3,3,12,생활/건강,욕실용품,욕실소품/욕실수납,욕실리모델링,50030312
247,50,3,3,13,생활/건강,욕실용품,욕실소품/욕실수납,욕실소품/욕실화,50030313
248,50,3,3,14,생활/건강,욕실용품,욕실소품/욕실수납,욕실수납/정리,50030314
249,50,3,3,15,생활/건강,욕실용품,욕실소품/욕실수납,욕조,50030315
250,50,4,1,1,생활/건강,인테리어용품,생활/잡화,거실화/실내화,50040101
251,50,4,1,2,생활/건강,인테리어용품,생활/잡화,기타 생활/잡화,50040102
252,50,4,1,3,생활/건강,인테리어용품,생활/잡화,대용량/업소용/번들,50040103
253,50,4,1,4,생활/건강,인테리어용품,생활/잡화,아이디어 상품,50040104
254,50,4,1,5,생활/건강,인테리어용품,생활/잡화,우산/우산꽃이,50040105
255,50,4,1,6,생활/건강,인테리어용품,생활/잡화,컵홀더/디스펜서/수거기,50040106
256,50,4,1,7,생활/건강,인테리어용품,생활/잡화,핸드카트/쇼핑카트,50040107
257,50,4,2,1,생활/건강,인테리어용품,스탠드/조명/전구,거실등/방등,50040201
258,50,4,2,2,생활/건강,인테리어용품,스탠드/조명/전구,벽등/인테리어 무드등,50040202
259,50,4,2,3,생활/건강,인테리어용품,스탠드/조명/전구,스탠드/학습용스탠드,50040203
260,50,4,2,4,생활/건강,인테리어용품,스탠드/조명/전구,욕실/주방조명,50040204
261,50,4,2,5,생활/건강,인테리어용품,스탠드/조명/전구,조명/LED전구,50040205
262,50,4,2,6,생활/건강,인테리어용품,스탠드/조명/전구,터치등/취침등/어린이조명,50040206
263,50,4,2,7,생활/건강,인테리어용품,스탠드/조명/전구,현관/베란다/센서등,50040207
264,50,4,2,8,생활/건강,인테리어용품,스탠드/조명/전구,형광등/할로겐/전구,50040208
265,50,4,3,1,생활/건강,인테리어용품,인테리어소품,가든/원예/실내정원,50040301
266,50,4,3,2,생활/건강,인테리어용품,인테리어소품,기타장식품,50040302
267,50,4,3,3,생활/건강,인테리어용품,인테리어소품,달력,50040303
268,50,4,3,4,생활/건강,인테리어용품,인테리어소품,분수대 ,50040304
269,50,4,3,5,생활/건강,인테리어용품,인테리어소품,수족관,50040305
270,50,4,3,6,생활/건강,인테리어용품,인테리어소품,액자 ,50040306
271,50,4,3,7,생활/건강,인테리어용품,인테리어소품,인테리어 조명,50040307
272,50,4,3,8,생활/건강,인테리어용품,인테리어소품,촛대,50040308
273,50,4,3,9,생활/건강,인테리어용품,인테리어소품,크리스마스트리용품,50040309
274,50,4,3,10,생활/건강,인테리어용품,인테리어소품,향초/양초/캔들,50040310
275,50,4,3,11,생활/건강,인테리어용품,인테리어소품,화병,50040311
276,50,4,4,1,생활/건강,인테리어용품,장판/시트/벽지/홈데코,벽시계,50040401
277,50,4,4,2,생활/건강,인테리어용품,장판/시트/벽지/홈데코,벽지,50040402
278,50,4,4,3,생활/건강,인테리어용품,장판/시트/벽지/홈데코,스티커,50040403
279,50,4,4,4,생활/건강,인테리어용품,장판/시트/벽지/홈데코,인테리어 시트,50040404
280,50,4,4,5,생활/건강,인테리어용품,장판/시트/벽지/홈데코,장판,50040405
281,50,4,4,6,생활/건강,인테리어용품,장판/시트/벽지/홈데코,조립식마루/바닥재,50040406
282,50,4,4,7,생활/건강,인테리어용품,장판/시트/벽지/홈데코,탁상시계/알람시계,50040407
283,50,5,1,1,생활/건강,청소용품,기타청소용품,기타,50050101
284,50,5,2,1,생활/건강,청소용품,청소용품/휴지통,걸레/와이퍼타올,50050201
285,50,5,2,2,생활/건강,청소용품,청소용품/휴지통,물호스/릴호스/분사기,50050202
286,50,5,2,3,생활/건강,청소용품,청소용품/휴지통,밀대/마대/대걸레,50050203
287,50,5,2,4,생활/건강,청소용품,청소용품/휴지통,창문/방충망용청소기,50050204
288,50,5,2,5,생활/건강,청소용품,청소용품/휴지통,청소용품/소품,50050205
289,50,5,2,6,생활/건강,청소용품,청소용품/휴지통,청소포/패드/티슈,50050206
290,50,5,2,7,생활/건강,청소용품,청소용품/휴지통,크리너/블록/스펀지,50050207
291,50,5,3,1,생활/건강,청소용품,휴지통/쓰레기통,분리수거쓰레기통,50050301
292,50,5,3,2,생활/건강,청소용품,휴지통/쓰레기통,압축쓰레기통,50050302
293,50,5,3,3,생활/건강,청소용품,휴지통/쓰레기통,음식물쓰레기통,50050303
