,LGROUP,MGROUP,SGROUP,DGROUP,LGROUP_NAME,MGROUP_NAME,SGROUP_NAME,DGROUP_NAME,LMSD_CODE
1115,85,1,10,4,가전/디지털/렌탈,영상/생활/계절가전,진공/스팀/살균청소기,스팀청소기,85011004
1116,85,1,10,5,가전/디지털/렌탈,영상/생활/계절가전,진공/스팀/살균청소기,업소용청소기,85011005
1117,85,1,10,6,가전/디지털/렌탈,영상/생활/계절가전,진공/스팀/살균청소기,진공청소기,85011006
1118,85,1,10,7,가전/디지털/렌탈,영상/생활/계절가전,진공/스팀/살균청소기,핸디형청소기,85011007
1119,85,1,11,1,가전/디지털/렌탈,영상/생활/계절가전,히터/온풍기/라디에이터,가스/석유히터,85011101
1120,85,1,11,2,가전/디지털/렌탈,영상/생활/계절가전,히터/온풍기/라디에이터,열풍기/라디에이터,85011102
1121,85,1,11,3,가전/디지털/렌탈,영상/생활/계절가전,히터/온풍기/라디에이터,온풍기/온열기 ,85011103
1122,85,1,11,4,가전/디지털/렌탈,영상/생활/계절가전,히터/온풍기/라디에이터,전기히터,85011104
1123,85,2,1,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR,N사DSLR,85020101
1124,85,2,1,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR,SS사DSLR,85020102
1125,85,2,1,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR,SS사DSLR,85020103
1126,85,2,1,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR,O사DSLR,85020104
1127,85,2,1,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR,C사DSLR,85020105
1128,85,2,1,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR,P사DSLR,85020106
1129,85,2,2,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR 렌즈,SIGMA,85020201
1130,85,2,2,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR 렌즈,N사DSLR 렌즈,85020202
1131,85,2,2,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR 렌즈,R사DSLR 렌즈,85020203
1132,85,2,2,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR 렌즈,S사DSLR 렌즈,85020204
1133,85,2,2,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR 렌즈,O사DSLR 렌즈,85020205
1134,85,2,2,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR 렌즈,C사DSLR 렌즈,85020206
1135,85,2,2,7,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR 렌즈,T사DSLR 렌즈,85020207
1136,85,2,2,8,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR 렌즈,TK사DSLR 렌즈,85020208
1137,85,2,2,9,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR 렌즈,PS사DSLR 렌즈,85020209
1138,85,2,2,10,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR 렌즈,P DSLR 렌즈,85020210
1139,85,2,2,11,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,DSLR 렌즈,H DSLR 렌즈,85020211
1140,85,2,3,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,MP3/PMP,SS사PMP,85020301
1141,85,2,3,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,MP3/PMP,S사PMP,85020302
1142,85,2,3,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,MP3/PMP,I사PMP,85020303
1143,85,2,3,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,MP3/PMP,액세서리,85020304
1144,85,2,3,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,MP3/PMP,C사PMP,85020305
1145,85,2,4,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,USB/메모리카드,CF 메모리카드,85020401
1146,85,2,4,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,USB/메모리카드,SD/SDHC/SDXC,85020402
1147,85,2,4,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,USB/메모리카드,T-Flash/Micro SD메모리,85020403
1148,85,2,4,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,USB/메모리카드,USB 메모리,85020404
1149,85,2,5,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,내비게이션,내비게이션 거치대,85020501
1150,85,2,5,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,내비게이션,I사내비게이션,85020502
1151,85,2,5,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,내비게이션,P사내비게이션,85020503
1152,85,2,6,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,A사노트북,85020601
1153,85,2,6,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,AP사노트북,85020602
1154,85,2,6,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,AS사노트북,85020603
1155,85,2,6,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,D사노트북,85020604
1156,85,2,6,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,H사노트북,85020605
1157,85,2,6,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,Le사노트북,85020606
1158,85,2,6,7,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,L사노트북,85020607
1159,85,2,6,8,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,M사노트북,85020608
1160,85,2,6,9,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,S사노트북,85020609
1161,85,2,6,10,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,T사노트북,85020610
1162,85,2,6,11,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,TO사노트북,85020611
1163,85,2,6,12,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,노트북,ST노트북,85020612
1164,85,2,7,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,데스크탑/패키지,AL사PC,85020701
1165,85,2,7,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,데스크탑/패키지,AP사PC,85020702
1166,85,2,7,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,데스크탑/패키지,AS사PC,85020703
1167,85,2,7,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,데스크탑/패키지,D사PC,85020704
1168,85,2,7,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,데스크탑/패키지,H사PC,85020705
1169,85,2,7,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,데스크탑/패키지,L사PC,85020706
1170,85,2,7,7,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,데스크탑/패키지,M사PC,85020707
1171,85,2,7,8,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,데스크탑/패키지,T사PC,85020708
1172,85,2,7,9,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,데스크탑/패키지,기타브랜드/조립PC,85020709
1173,85,2,7,10,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,데스크탑/패키지,S사PC,85020710
1174,85,2,7,11,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,데스크탑/패키지,J사PC,85020711
1175,85,2,8,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,모니터,LCD 모니터,85020801
1176,85,2,8,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,모니터,LED 모니터,85020802
1177,85,2,8,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,모니터,TV기능포함 모니터,85020803
1178,85,2,8,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,모니터,프리미엄 모니터,85020804
1179,85,2,9,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,계수기,85020901
1180,85,2,9,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,라벨 프린터,85020902
1181,85,2,9,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,레이저 복합기,85020903
1182,85,2,9,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,레이저 프린터,85020904
1183,85,2,9,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,무한정품잉크,85020905
1184,85,2,9,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,문서 제본기,85020906
1185,85,2,9,7,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,문서 코팅기,85020907
1186,85,2,9,8,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,스캐너/팩스,85020908
1187,85,2,9,9,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,용지/액세서리,85020909
1188,85,2,9,10,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,잉크젯 복합기,85020910
1189,85,2,9,11,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,잉크젯 프린터,85020911
1190,85,2,9,12,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,접지기,85020912
1191,85,2,9,13,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,복합기/프린터/스캐너/문서,파쇄기/절단기 ,85020913
1192,85,2,10,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,블랙박스/하이패스,블랙박스,85021001
1193,85,2,10,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,블랙박스/하이패스,액세서리,85021002
1194,85,2,10,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,블랙박스/하이패스,하이패스단말기,85021003
1195,85,2,11,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,비디오게임/PC게임,N사 3DS,85021101
1196,85,2,11,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,비디오게임/PC게임,N사 DS Lite,85021102
1197,85,2,11,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,비디오게임/PC게임,N사 DSi.,85021103
1198,85,2,11,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,비디오게임/PC게임,N사 Wii,85021104
1199,85,2,12,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,올인원PC,올인원PC,85021201
1200,85,2,13,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,외장하드/인터넷공유기,기타 네트워크,85021301
1201,85,2,13,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,외장하드/인터넷공유기,외장케이스,85021302
1202,85,2,13,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,외장하드/인터넷공유기,외장하드,85021303
1203,85,2,13,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,외장하드/인터넷공유기,유무선공유기,85021304
1204,85,2,14,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,울트라북/맥북,맥북,85021401
1205,85,2,14,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,울트라북/맥북,울트라북,85021402
1206,85,2,15,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,전자사전/전자기기,기타브랜드,85021501
1207,85,2,15,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,전자사전/전자기기,기타전자기기,85021502
1208,85,2,15,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,전자사전/전자기기,N사전자사전,85021503
1209,85,2,15,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,전자사전/전자기기,S사전자사전,85021504
1210,85,2,15,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,전자사전/전자기기,I사전자사전,85021505
1211,85,2,15,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,전자사전/전자기기,S사전자사전,85021506
1212,85,2,15,7,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,전자사전/전자기기,C사전자사전,85021507
1213,85,2,16,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,카메라 주변기기,가방/배낭/케이스,85021601
1214,85,2,16,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,카메라 주변기기,기타,85021602
1215,85,2,16,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,카메라 주변기기,배터리/충전기,85021603
1216,85,2,16,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,카메라 주변기기,삼각대/볼헤드,85021604
1217,85,2,16,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,카메라 주변기기,세로그립,85021605
1218,85,2,16,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,카메라 주변기기,플래시/조명,85021606
1219,85,2,16,7,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,카메라 주변기기,필터/주변용품,85021607
1220,85,2,17,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,캠코더/즉석카메라,기타 브랜드,85021701
1221,85,2,17,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,캠코더/즉석카메라,SS사 즉석카메라,85021702
1222,85,2,17,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,캠코더/즉석카메라,S사 즉석카메라,85021703
1223,85,2,17,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,캠코더/즉석카메라,PS사 즉석카메라,85021704
1224,85,2,17,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,캠코더/즉석카메라,P사 즉석카메라,85021705
1225,85,2,17,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,캠코더/즉석카메라,H사 즉석카메라,85021706
1226,85,2,18,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴팩트 디카,N사컴팩트 디카,85021801
1227,85,2,18,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴팩트 디카,R사컴팩트 디카,85021802
1228,85,2,18,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴팩트 디카,SS사컴팩트 디카,85021803
1229,85,2,18,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴팩트 디카,S사컴팩트 디카,85021804
1230,85,2,18,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴팩트 디카,O사컴팩트 디카,85021805
1231,85,2,18,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴팩트 디카,C사컴팩트 디카,85021806
1232,85,2,18,7,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴팩트 디카,P사컴팩트 디카,85021807
1233,85,2,18,8,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴팩트 디카,H사컴팩트 디카,85021808
1234,85,2,19,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴퓨터 부품,HDD/SSD/FDD,85021901
1235,85,2,19,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴퓨터 부품,그래픽카드,85021902
1236,85,2,19,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴퓨터 부품,메인보드,85021903
1237,85,2,19,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴퓨터 부품,쿨링팬/튜닝용품/악세사리 ,85021904
1238,85,2,19,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴퓨터 부품,키보드/마우스,85021905
1239,85,2,19,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴퓨터 부품,프리젠터,85021906
1240,85,2,20,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴퓨터/노트북 소모품,CD 케이스/보관함,85022001
1241,85,2,20,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴퓨터/노트북 소모품,노트북 가방,85022002
1242,85,2,20,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴퓨터/노트북 소모품,마우스패드/손목보호 패드,85022003
1243,85,2,20,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴퓨터/노트북 소모품,보안기/액정필름/클립,85022004
1244,85,2,20,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,컴퓨터/노트북 소모품,소프트웨어/프로그램,85022005
1245,85,2,21,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이브리드 디카,SI사 하이브리드 디카,85022101
1246,85,2,21,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이브리드 디카,N사 하이브리드 디카,85022102
1247,85,2,21,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이브리드 디카,SS사 하이브리드 디카,85022103
1248,85,2,21,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이브리드 디카,S사 하이브리드 디카,85022104
1249,85,2,21,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이브리드 디카,O사 하이브리드 디카,85022105
1250,85,2,21,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이브리드 디카,P사 하이브리드 디카,85022106
1251,85,2,21,7,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이브리드 디카,H,85022107
1252,85,2,22,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이엔드 디카,N사 하이엔드 디카,85022201
1253,85,2,22,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이엔드 디카,R사 하이엔드 디카,85022202
1254,85,2,22,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이엔드 디카,S사 하이엔드 디카,85022203
1255,85,2,22,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이엔드 디카,O사 하이엔드 디카,85022204
1256,85,2,22,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이엔드 디카,C사 하이엔드 디카,85022205
1257,85,2,22,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이엔드 디카,PS사 하이엔드 디카,85022206
1258,85,2,22,7,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이엔드 디카,HB사 하이엔드 디카,85022207
1259,85,2,22,8,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,하이엔드 디카,H사 하이엔드 디카,85022208
1260,85,2,23,1,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,가죽케이스 갤럭시/아이폰,85022301
1261,85,2,23,2,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,G럭시2/3/4/5,85022302
1262,85,2,23,3,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,G럭시노트 8.0/10.1/2,85022303
1263,85,2,23,4,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,G럭시탭10.1/탭3,85022304
1264,85,2,23,5,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,기타 태블릿/휴대폰,85022305
1265,85,2,23,6,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,방수케이스,85022306
1266,85,2,23,7,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,보호필름,85022307
1267,85,2,23,8,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,스킨가드/메탈스킨,85022308
1268,85,2,23,9,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,스피커/음향기기,85022309
1269,85,2,23,10,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,실리콘/젤리케이스,85022310
1270,85,2,23,11,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,태블릿 패드2/4/미니/에어,85022311
1271,85,2,23,12,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,스마트폰5/5S/6,85022312
1272,85,2,23,13,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,W 타블렛,85022313
1273,85,2,23,14,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,이어폰/헤드폰,85022314
1274,85,2,23,15,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,충전기/ 휴대폰 악세서리 ,85022315
1275,85,2,23,16,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,하드케이스,85022316
1276,85,2,23,17,가전/디지털/렌탈,컴퓨터/카메라/디지털가전,휴대폰/태블릿/액세서리,휴대폰 거치대,85022317
1277,85,3,1,1,가전/디지털/렌탈,금융,보험,건강보험,85030101
1278,85,3,1,2,가전/디지털/렌탈,금융,보험,변액보험,85030102
1279,85,3,1,3,가전/디지털/렌탈,금융,보험,보험급여,85030103
1280,85,3,1,4,가전/디지털/렌탈,금융,보험,상해보험,85030104
1281,85,3,1,5,가전/디지털/렌탈,금융,보험,수수료,85030105
1282,85,3,1,6,가전/디지털/렌탈,금융,보험,실버종합보장보험,85030106
1283,85,3,1,7,가전/디지털/렌탈,금융,보험,암보험,85030107
1284,85,3,1,8,가전/디지털/렌탈,금융,보험,어린이보험,85030108
1285,85,3,1,9,가전/디지털/렌탈,금융,보험,연금보험,85030109
1286,85,3,1,10,가전/디지털/렌탈,금융,보험,운전자보험,85030110
1287,85,3,1,11,가전/디지털/렌탈,금융,보험,의료보장보험,85030111
1288,85,3,1,12,가전/디지털/렌탈,금융,보험,자동차보험,85030112
1289,85,3,1,13,가전/디지털/렌탈,금융,보험,저축보험,85030113
1290,85,3,1,14,가전/디지털/렌탈,금융,보험,정기보험,85030114
1291,85,3,1,15,가전/디지털/렌탈,금융,보험,종신보험,85030115
1292,85,3,1,16,가전/디지털/렌탈,금융,보험,통합보험,85030116
1293,85,3,1,17,가전/디지털/렌탈,금융,보험,특종보험,85030117
1294,85,3,2,1,가전/디지털/렌탈,금융,은행,대출,85030201
1295,85,3,2,2,가전/디지털/렌탈,금융,은행,예적금,85030202
1296,85,3,2,3,가전/디지털/렌탈,금융,은행,저축,85030203
1297,85,3,2,4,가전/디지털/렌탈,금융,은행,투자,85030204
1298,85,3,2,5,가전/디지털/렌탈,금융,은행,파생상품,85030205
1299,85,3,3,1,가전/디지털/렌탈,금융,증권,CMA,85030301
1300,85,3,3,2,가전/디지털/렌탈,금융,증권,뮤추얼펀드,85030302
1301,85,3,3,3,가전/디지털/렌탈,금융,증권,투자,85030303
1302,85,3,3,4,가전/디지털/렌탈,금융,증권,파생상품,85030304
1303,85,3,3,5,가전/디지털/렌탈,금융,증권,펀드,85030305
1304,85,4,1,1,가전/디지털/렌탈,무형상품,광고,광고,85040101
1305,85,4,2,1,가전/디지털/렌탈,무형상품,기타서비스,기타,85040201
1306,85,4,2,2,가전/디지털/렌탈,무형상품,기타서비스,배송비,85040202
1307,85,4,2,3,가전/디지털/렌탈,무형상품,기타서비스,핸드폰+TV 결합상품,85040203
1308,85,4,3,1,가전/디지털/렌탈,무형상품,대행서비스,수수료,85040301
1309,85,4,3,2,가전/디지털/렌탈,무형상품,대행서비스,이사,85040302
1310,85,4,3,3,가전/디지털/렌탈,무형상품,대행서비스,장례서비스,85040303
1311,85,4,4,1,가전/디지털/렌탈,무형상품,렌탈서비스,도어락,85040401
1312,85,4,4,2,가전/디지털/렌탈,무형상품,렌탈서비스,디지털피아노,85040402
1313,85,4,4,3,가전/디지털/렌탈,무형상품,렌탈서비스,렌트카,85040403
1314,85,4,4,4,가전/디지털/렌탈,무형상품,렌탈서비스,매트리스,85040404
1315,85,4,4,5,가전/디지털/렌탈,무형상품,렌탈서비스,블랙박스,85040405
1316,85,4,4,6,가전/디지털/렌탈,무형상품,렌탈서비스,비데,85040406
1317,85,4,4,7,가전/디지털/렌탈,무형상품,렌탈서비스,샤워기,85040407
1318,85,4,4,8,가전/디지털/렌탈,무형상품,렌탈서비스,안마의자,85040408
1319,85,4,4,9,가전/디지털/렌탈,무형상품,렌탈서비스,음식물처리기,85040409
1320,85,4,4,10,가전/디지털/렌탈,무형상품,렌탈서비스,의류건조기,85040410
1321,85,4,4,11,가전/디지털/렌탈,무형상품,렌탈서비스,이온수기,85040411
1322,85,4,4,12,가전/디지털/렌탈,무형상품,렌탈서비스,전기렌지,85040412
1323,85,4,4,13,가전/디지털/렌탈,무형상품,렌탈서비스,정수기,85040413
1324,85,4,4,14,가전/디지털/렌탈,무형상품,렌탈서비스,침대,85040414
1325,85,4,4,15,가전/디지털/렌탈,무형상품,렌탈서비스,피부관리기,85040415
1326,85,4,5,1,가전/디지털/렌탈,무형상품,장기할부,가전용품,85040501
1327,85,4,5,2,가전/디지털/렌탈,무형상품,장기할부,주방용품,85040502
1328,85,5,1,1,가전/디지털/렌탈,배달서비스,꽃배달서비스,기타,85050101
1329,85,5,1,2,가전/디지털/렌탈,배달서비스,꽃배달서비스,꽃바구니,85050102
1330,85,5,1,3,가전/디지털/렌탈,배달서비스,꽃배달서비스,화환,85050103
1331,85,6,1,1,가전/디지털/렌탈,상품권/할인권,모바일,기프티콘,85060101
1332,85,6,1,2,가전/디지털/렌탈,상품권/할인권,모바일,모바일컨텐츠,85060102
1333,85,6,2,1,가전/디지털/렌탈,상품권/할인권,상품/할인권,각종쿠폰,85060201
1334,85,6,2,2,가전/디지털/렌탈,상품권/할인권,상품/할인권,기타,85060202
1335,85,6,2,3,가전/디지털/렌탈,상품권/할인권,상품/할인권,모바일상품권,85060203
1336,85,6,2,4,가전/디지털/렌탈,상품권/할인권,상품/할인권,상품권,85060204
1337,85,6,2,5,가전/디지털/렌탈,상품권/할인권,상품/할인권,할인권,85060205
1338,85,6,2,6,가전/디지털/렌탈,상품권/할인권,상품/할인권,해피머니온라인,85060206
1339,50,1,1,18,생활/건강,생활/건강/욕실/애완,건강관리용품,보청기,50010118
1340,40,1,16,8,주방,주방용품/식기,후라이팬/양면팬/구이팬,후라이팬세트,40011608
1341,70,2,4,21,식품,신선식품/가공식품,과일/건과,기타과일,70020421
1342,70,2,4,22,식품,신선식품/가공식품,과일/건과,키위/참다래,70020422
1343,70,2,4,23,식품,신선식품/가공식품,과일/건과,복분자/오디,70020423
1344,70,2,4,24,식품,신선식품/가공식품,과일/건과,크랜베리/체리,70020424
1345,70,2,4,25,식품,신선식품/가공식품,과일/건과,아보카도,70020425
1346,70,2,4,26,식품,신선식품/가공식품,과일/건과,애플망고,70020426
1347,70,2,4,27,식품,신선식품/가공식품,과일/건과,애플칩,70020427
1348,70,2,5,1,식품,신선식품/가공식품,과자/제과재료,감자칩/나쵸,70020501
1349,70,2,5,2,식품,신선식품/가공식품,과자/제과재료,강정,70020502
1350,70,2,5,3,식품,신선식품/가공식품,과자/제과재료,건빵,70020503
1351,70,2,5,4,식품,신선식품/가공식품,과자/제과재료,과자/제과재료 혼합세트,70020504
1352,70,2,5,5,식품,신선식품/가공식품,과자/제과재료,기타 과자/제과재료,70020505
1353,70,2,5,6,식품,신선식품/가공식품,과자/제과재료,비스킷/스낵,70020506
1354,70,2,5,7,식품,신선식품/가공식품,과자/제과재료,아이스크림,70020507
1355,70,2,5,8,식품,신선식품/가공식품,과자/제과재료,전병,70020508
1356,70,2,5,9,식품,신선식품/가공식품,과자/제과재료,제과 DIY,70020509
1357,70,2,5,10,식품,신선식품/가공식품,과자/제과재료,제과 믹스,70020510
1358,70,2,5,11,식품,신선식품/가공식품,과자/제과재료,제과 토핑,70020511
1359,70,2,5,12,식품,신선식품/가공식품,과자/제과재료,쿠키/파이,70020512
1360,70,2,5,13,식품,신선식품/가공식품,과자/제과재료,팝콘,70020513
1361,70,2,5,14,식품,신선식품/가공식품,과자/제과재료,한과,70020514
1362,70,2,5,15,식품,신선식품/가공식품,과자/제과재료,화과자,70020515
1363,70,2,6,1,식품,신선식품/가공식품,기름/식용유,기름 혼합세트,70020601
